loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source,year
58430,0.127912087912088,-0.134615384615385,65,26,aquamaps,2010
58431,0.0739872068230277,-0.1,134,40,aquamaps,2010
58432,0.0747553816046967,-0.104651162790698,146,43,aquamaps,2010
58433,0.0670506912442396,-0.0714285714285714,124,35,aquamaps,2010
58434,0.0597527472527472,-0.0806451612903226,104,31,aquamaps,2010
58435,0.0964285714285714,-0.0892857142857143,80,28,aquamaps,2010
59134,0.0254545454545455,-0.113636363636364,165,22,aquamaps,2010
59135,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2010
59136,0.025,-0.125,136,20,aquamaps,2010
59137,0.0251748251748252,-0.119047619047619,143,21,aquamaps,2010
59138,0.0257142857142857,-0.119047619047619,140,21,aquamaps,2010
59139,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2010
59140,0.0246575342465753,-0.119047619047619,146,21,aquamaps,2010
59141,0.0267515923566879,-0.119047619047619,157,21,aquamaps,2010
59142,0.0253521126760563,-0.119047619047619,142,21,aquamaps,2010
59143,0.0257142857142857,-0.119047619047619,140,21,aquamaps,2010
59144,0.0262773722627737,-0.119047619047619,137,21,aquamaps,2010
59145,0.0262773722627737,-0.119047619047619,137,21,aquamaps,2010
59146,0.0274509803921569,-0.119047619047619,153,21,aquamaps,2010
59147,0.03,-0.0967741935483871,180,31,aquamaps,2010
59148,0.054572940287226,-0.102272727272727,189,44,aquamaps,2010
59149,0.0711014176663032,-0.0921052631578947,131,38,aquamaps,2010
59150,0.0717660292463442,-0.0810810810810811,127,37,aquamaps,2010
59151,0.0768611670020121,-0.104651162790698,142,43,aquamaps,2010
59152,0.0774062816616008,-0.107142857142857,141,42,aquamaps,2010
59153,0.0877761413843888,-0.0806451612903226,97,31,aquamaps,2010
59154,0.0751082251082251,-0.0897435897435897,132,39,aquamaps,2010
59855,0.0247311827956989,-0.103448275862069,186,29,aquamaps,2010
59856,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2010
59857,0.0251748251748252,-0.119047619047619,143,21,aquamaps,2010
59858,0.0251748251748252,-0.119047619047619,143,21,aquamaps,2010
59859,0.0258992805755396,-0.119047619047619,139,21,aquamaps,2010
59860,0.0260869565217391,-0.119047619047619,161,21,aquamaps,2010
59861,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2010
59862,0.0264150943396226,-0.119047619047619,159,21,aquamaps,2010
59863,0.0248275862068966,-0.119047619047619,145,21,aquamaps,2010
59864,0.0260869565217391,-0.119047619047619,138,21,aquamaps,2010
59865,0.0257575757575758,-0.125,132,20,aquamaps,2010
59866,0.0253731343283582,-0.119047619047619,134,21,aquamaps,2010
59867,0.0274509803921569,-0.119047619047619,153,21,aquamaps,2010
59868,0.0355,-0.0857142857142857,200,35,aquamaps,2010
59869,0.0503591380686353,-0.109756097560976,179,41,aquamaps,2010
59870,0.0617416829745597,-0.1125,146,40,aquamaps,2010
59871,0.0727619047619048,-0.102272727272727,150,44,aquamaps,2010
59872,0.0720655141037307,-0.1,157,45,aquamaps,2010
59873,0.0728991596638656,-0.0897435897435897,136,39,aquamaps,2010
59874,0.0822556390977444,-0.103448275862069,95,29,aquamaps,2010
60577,0.0253012048192771,-0.108695652173913,166,23,aquamaps,2010
60578,0.0243243243243243,-0.108695652173913,148,23,aquamaps,2010
60579,0.0236842105263158,-0.108695652173913,152,23,aquamaps,2010
60580,0.0257668711656442,-0.108695652173913,163,23,aquamaps,2010
60581,0.023841059602649,-0.108695652173913,151,23,aquamaps,2010
60582,0.0248275862068966,-0.108695652173913,145,23,aquamaps,2010
60583,0.025,-0.108695652173913,144,23,aquamaps,2010
60584,0.0246376811594203,-0.108695652173913,138,23,aquamaps,2010
60585,0.0251851851851852,-0.113636363636364,135,22,aquamaps,2010
60586,0.0244604316546763,-0.108695652173913,139,23,aquamaps,2010
60587,0.0258992805755396,-0.113636363636364,139,22,aquamaps,2010
60588,0.0267515923566879,-0.113636363636364,157,22,aquamaps,2010
61298,0.02625,-0.108695652173913,160,23,aquamaps,2010
61299,0.0244604316546763,-0.113636363636364,139,22,aquamaps,2010
61300,0.025,-0.108695652173913,144,23,aquamaps,2010
61301,0.0246575342465753,-0.108695652173913,146,23,aquamaps,2010
61302,0.025,-0.108695652173913,144,23,aquamaps,2010
61303,0.0244604316546763,-0.108695652173913,139,23,aquamaps,2010
61304,0.025,-0.113636363636364,136,22,aquamaps,2010
61305,0.0251851851851852,-0.113636363636364,135,22,aquamaps,2010
62021,0.02875,-0.12,160,25,aquamaps,2010
62022,0.0268456375838926,-0.12,149,25,aquamaps,2010
62023,0.0271428571428571,-0.125,140,24,aquamaps,2010
62024,0.027027027027027,-0.12,148,25,aquamaps,2010
49060,0.157446808510638,-0.125,47,20,aquamaps,2011
49061,0.14468085106383,-0.131578947368421,47,19,aquamaps,2011
49780,0.0848418756815703,-0.1,131,35,aquamaps,2011
49781,0.0780652418447694,-0.102941176470588,127,34,aquamaps,2011
50494,0.0732578397212544,-0.102564102564103,164,39,aquamaps,2011
50495,0.070154686078253,-0.0810810810810811,157,37,aquamaps,2011
50496,0.084015984015984,-0.105263157894737,143,38,aquamaps,2011
50497,0.0791208791208791,-0.105263157894737,143,38,aquamaps,2011
50498,0.0808163265306122,-0.105263157894737,140,38,aquamaps,2011
50499,0.0852678571428571,-0.111111111111111,128,36,aquamaps,2011
50500,0.0814498933901919,-0.105263157894737,134,38,aquamaps,2011
51209,0.0224137931034483,-0.125,116,16,aquamaps,2011
51210,0.0224137931034483,-0.125,116,16,aquamaps,2011
51211,0.0227642276422764,-0.117647058823529,123,17,aquamaps,2011
51212,0.023448275862069,-0.105263157894737,145,19,aquamaps,2011
51213,0.038728323699422,-0.103448275862069,173,29,aquamaps,2011
51214,0.0691326530612245,-0.102564102564103,168,39,aquamaps,2011
51215,0.0723752151462995,-0.102564102564103,166,39,aquamaps,2011
51216,0.0817298347910593,-0.105263157894737,147,38,aquamaps,2011
51217,0.0834325396825397,-0.105263157894737,144,38,aquamaps,2011
51218,0.084015984015984,-0.105263157894737,143,38,aquamaps,2011
51219,0.0858163265306122,-0.105263157894737,140,38,aquamaps,2011
51220,0.0924175824175824,-0.111111111111111,130,36,aquamaps,2011
51223,0.134285714285714,-0.136363636363636,35,11,aquamaps,2011
51924,0.0218487394957983,-0.125,119,16,aquamaps,2011
51925,0.0224137931034483,-0.125,116,16,aquamaps,2011
51926,0.0213114754098361,-0.117647058823529,122,17,aquamaps,2011
51927,0.022972972972973,-0.105263157894737,148,19,aquamaps,2011
51928,0.0223684210526316,-0.1,152,20,aquamaps,2011
51929,0.0225165562913907,-0.1,151,20,aquamaps,2011
51930,0.0225806451612903,-0.111111111111111,124,18,aquamaps,2011
51931,0.0252100840336134,-0.138888888888889,119,18,aquamaps,2011
51932,0.0251968503937008,-0.131578947368421,127,19,aquamaps,2011
51933,0.0275449101796407,-0.111111111111111,167,27,aquamaps,2011
51934,0.0541752933057281,-0.107142857142857,207,42,aquamaps,2011
51935,0.0811391223155929,-0.121621621621622,153,37,aquamaps,2011
51936,0.100106609808102,-0.118421052631579,134,38,aquamaps,2011
51937,0.0896588486140725,-0.108108108108108,134,37,aquamaps,2011
51938,0.0992916174734357,-0.111111111111111,121,36,aquamaps,2011
51939,0.0870600414078675,-0.108108108108108,138,37,aquamaps,2011
51940,0.0775115207373272,-0.102564102564103,155,39,aquamaps,2011
51941,0.101674107142857,-0.111111111111111,128,36,aquamaps,2011
51942,0.0729422894985809,-0.0810810810810811,151,37,aquamaps,2011
51943,0.0800921658986175,-0.1125,155,40,aquamaps,2011
52643,0.0222222222222222,-0.125,117,16,aquamaps,2011
52644,0.0222222222222222,-0.125,117,16,aquamaps,2011
52645,0.0226086956521739,-0.125,115,16,aquamaps,2011
52646,0.0228070175438597,-0.125,114,16,aquamaps,2011
52647,0.0220338983050847,-0.117647058823529,118,17,aquamaps,2011
52648,0.0232876712328767,-0.105263157894737,146,19,aquamaps,2011
52649,0.0335164835164835,-0.1,182,30,aquamaps,2011
52650,0.0232876712328767,-0.105263157894737,146,19,aquamaps,2011
52651,0.0279411764705882,-0.131578947368421,136,19,aquamaps,2011
52652,0.0267605633802817,-0.131578947368421,142,19,aquamaps,2011
52653,0.0244274809160305,-0.131578947368421,131,19,aquamaps,2011
52654,0.0340782122905028,-0.1,179,30,aquamaps,2011
52655,0.0541752933057281,-0.107142857142857,207,42,aquamaps,2011
52656,0.0691774891774892,-0.1125,165,40,aquamaps,2011
52657,0.0735081374321881,-0.1,158,40,aquamaps,2011
52658,0.0893406593406593,-0.111111111111111,130,36,aquamaps,2011
52659,0.0749308755760369,-0.102564102564103,155,39,aquamaps,2011
52660,0.077014652014652,-0.102564102564103,156,39,aquamaps,2011
52661,0.0742468415937804,-0.102564102564103,147,39,aquamaps,2011
52662,0.0790413533834586,-0.102564102564103,152,39,aquamaps,2011
52663,0.137181996086106,-0.12,73,25,aquamaps,2011
52664,0.146551724137931,-0.142857142857143,58,21,aquamaps,2011
53363,0.0222222222222222,-0.125,117,16,aquamaps,2011
53364,0.0220338983050847,-0.125,118,16,aquamaps,2011
53365,0.0211382113821138,-0.117647058823529,123,17,aquamaps,2011
53366,0.0213114754098361,-0.117647058823529,122,17,aquamaps,2011
53367,0.0218487394957983,-0.117647058823529,119,17,aquamaps,2011
53368,0.0220338983050847,-0.117647058823529,118,17,aquamaps,2011
53369,0.025,-0.138888888888889,120,18,aquamaps,2011
53370,0.0245901639344262,-0.138888888888889,122,18,aquamaps,2011
53371,0.0247933884297521,-0.138888888888889,121,18,aquamaps,2011
53372,0.0247933884297521,-0.138888888888889,121,18,aquamaps,2011
53373,0.025,-0.131578947368421,128,19,aquamaps,2011
53374,0.0253968253968254,-0.131578947368421,126,19,aquamaps,2011
53375,0.0283783783783784,-0.125,148,20,aquamaps,2011
53376,0.0512067840834964,-0.0975609756097561,219,41,aquamaps,2011
53377,0.0645929339477727,-0.107142857142857,186,42,aquamaps,2011
53378,0.0750892857142857,-0.1125,160,40,aquamaps,2011
53379,0.0858163265306122,-0.118421052631579,140,38,aquamaps,2011
53380,0.0638095238095238,-0.125,135,36,aquamaps,2011
53381,0.0752380952380952,-0.109756097560976,165,41,aquamaps,2011
53382,0.0816729323308271,-0.1125,152,40,aquamaps,2011
53383,0.101623376623377,-0.121621621621622,132,37,aquamaps,2011
53384,0.0918786692759296,-0.118421052631579,146,38,aquamaps,2011
53386,0.143859649122807,-0.142857142857143,57,21,aquamaps,2011
54084,0.0224137931034483,-0.125,116,16,aquamaps,2011
54085,0.0218487394957983,-0.117647058823529,119,17,aquamaps,2011
54086,0.0216666666666667,-0.117647058823529,120,17,aquamaps,2011
54087,0.0222222222222222,-0.117647058823529,117,17,aquamaps,2011
54088,0.0216666666666667,-0.117647058823529,120,17,aquamaps,2011
54089,0.0254237288135593,-0.138888888888889,118,18,aquamaps,2011
54090,0.0252100840336134,-0.138888888888889,119,18,aquamaps,2011
54091,0.025,-0.138888888888889,120,18,aquamaps,2011
54092,0.025,-0.119047619047619,152,21,aquamaps,2011
54093,0.0258503401360544,-0.125,147,20,aquamaps,2011
54094,0.025,-0.131578947368421,128,19,aquamaps,2011
54095,0.0285714285714286,-0.138888888888889,119,18,aquamaps,2011
54096,0.0270676691729323,-0.131578947368421,133,19,aquamaps,2011
54097,0.0521200260926288,-0.0952380952380952,219,42,aquamaps,2011
54098,0.0600714285714286,-0.104651162790698,200,43,aquamaps,2011
54099,0.074622892635315,-0.1125,161,40,aquamaps,2011
54100,0.0557971014492754,-0.136363636363636,138,33,aquamaps,2011
54101,0.0657579062159215,-0.125,131,36,aquamaps,2011
54102,0.0816729323308271,-0.1125,152,40,aquamaps,2011
54103,0.0790718835304823,-0.1125,157,40,aquamaps,2011
54104,0.0838803088803089,-0.118421052631579,148,38,aquamaps,2011
54105,0.0920952380952381,-0.118421052631579,150,38,aquamaps,2011
54106,0.150847457627119,-0.142857142857143,59,21,aquamaps,2011
54805,0.0216666666666667,-0.117647058823529,120,17,aquamaps,2011
54806,0.0216666666666667,-0.117647058823529,120,17,aquamaps,2011
54807,0.0252100840336134,-0.138888888888889,119,18,aquamaps,2011
54808,0.0247933884297521,-0.138888888888889,121,18,aquamaps,2011
54809,0.0245901639344262,-0.138888888888889,122,18,aquamaps,2011
54810,0.0247933884297521,-0.138888888888889,121,18,aquamaps,2011
54811,0.0272,-0.138888888888889,125,18,aquamaps,2011
54812,0.026984126984127,-0.138888888888889,126,18,aquamaps,2011
54813,0.0276923076923077,-0.131578947368421,130,19,aquamaps,2011
54814,0.026984126984127,-0.138888888888889,126,18,aquamaps,2011
54815,0.0274193548387097,-0.138888888888889,124,18,aquamaps,2011
54816,0.028125,-0.131578947368421,128,19,aquamaps,2011
54817,0.0270676691729323,-0.131578947368421,133,19,aquamaps,2011
54818,0.0491558441558442,-0.1,220,40,aquamaps,2011
54819,0.0544437129690586,-0.107142857142857,217,42,aquamaps,2011
54820,0.0455056179775281,-0.125,178,36,aquamaps,2011
54821,0.0613216715257532,-0.125,147,36,aquamaps,2011
54822,0.0735665694849368,-0.0972222222222222,147,36,aquamaps,2011
54823,0.0837892603850051,-0.125,141,36,aquamaps,2011
54824,0.0844509232264334,-0.121621621621622,147,37,aquamaps,2011
54825,0.0780772686433064,-0.115384615384615,159,39,aquamaps,2011
54826,0.138857142857143,-0.134615384615385,75,26,aquamaps,2011
55526,0.0218487394957983,-0.117647058823529,119,17,aquamaps,2011
55527,0.0247933884297521,-0.138888888888889,121,18,aquamaps,2011
55528,0.0245901639344262,-0.138888888888889,122,18,aquamaps,2011
55529,0.0247933884297521,-0.138888888888889,121,18,aquamaps,2011
55530,0.024,-0.138888888888889,125,18,aquamaps,2011
55531,0.0267716535433071,-0.138888888888889,127,18,aquamaps,2011
55532,0.0267716535433071,-0.138888888888889,127,18,aquamaps,2011
55533,0.0274193548387097,-0.138888888888889,124,18,aquamaps,2011
55534,0.026984126984127,-0.138888888888889,126,18,aquamaps,2011
55535,0.027906976744186,-0.131578947368421,129,19,aquamaps,2011
55536,0.0274809160305344,-0.131578947368421,131,19,aquamaps,2011
55537,0.028125,-0.131578947368421,128,19,aquamaps,2011
55538,0.027906976744186,-0.131578947368421,129,19,aquamaps,2011
55539,0.0272727272727273,-0.131578947368421,132,19,aquamaps,2011
55540,0.031055900621118,-0.111111111111111,161,27,aquamaps,2011
55541,0.0473684210526316,-0.132352941176471,171,34,aquamaps,2011
55542,0.063668430335097,-0.115384615384615,162,39,aquamaps,2011
55543,0.072635814889336,-0.118421052631579,142,38,aquamaps,2011
55544,0.0868131868131868,-0.118421052631579,143,38,aquamaps,2011
55545,0.0848861283643892,-0.121621621621622,138,37,aquamaps,2011
55546,0.0960511033681765,-0.121212121212121,123,33,aquamaps,2011
55547,0.148333333333333,-0.142857142857143,60,21,aquamaps,2011
55549,0.115384615384615,-0.136363636363636,39,11,aquamaps,2011
56247,0.0238095238095238,-0.138888888888889,126,18,aquamaps,2011
56248,0.0236220472440945,-0.138888888888889,127,18,aquamaps,2011
56249,0.0278688524590164,-0.138888888888889,122,18,aquamaps,2011
56250,0.026984126984127,-0.138888888888889,126,18,aquamaps,2011
56251,0.026865671641791,-0.131578947368421,134,19,aquamaps,2011
56252,0.0267716535433071,-0.138888888888889,127,18,aquamaps,2011
56253,0.0267716535433071,-0.138888888888889,127,18,aquamaps,2011
56254,0.0267716535433071,-0.138888888888889,127,18,aquamaps,2011
56255,0.0265625,-0.138888888888889,128,18,aquamaps,2011
56256,0.0265625,-0.138888888888889,128,18,aquamaps,2011
56257,0.0272,-0.138888888888889,125,18,aquamaps,2011
56258,0.0283783783783784,-0.131578947368421,148,19,aquamaps,2011
56259,0.028,-0.119047619047619,150,21,aquamaps,2011
56260,0.0295774647887324,-0.131578947368421,142,19,aquamaps,2011
56261,0.0371428571428571,-0.0967741935483871,175,31,aquamaps,2011
56262,0.0561076604554865,-0.109756097560976,207,41,aquamaps,2011
56263,0.0617626154939588,-0.102272727272727,201,44,aquamaps,2011
56264,0.0741410488245931,-0.107142857142857,158,42,aquamaps,2011
56265,0.0747848537005164,-0.104651162790698,166,43,aquamaps,2011
56266,0.0750915750915751,-0.107142857142857,156,42,aquamaps,2011
56267,0.0787619047619048,-0.115384615384615,150,39,aquamaps,2011
56268,0.0771944922547332,-0.107142857142857,166,42,aquamaps,2011
56269,0.126984126984127,-0.145833333333333,63,24,aquamaps,2011
56270,0.136666666666667,-0.136363636363636,60,22,aquamaps,2011
56271,0.13448275862069,-0.136363636363636,58,22,aquamaps,2011
56968,0.0247933884297521,-0.138888888888889,121,18,aquamaps,2011
56969,0.0265625,-0.138888888888889,128,18,aquamaps,2011
56970,0.026984126984127,-0.138888888888889,126,18,aquamaps,2011
56971,0.0274193548387097,-0.138888888888889,124,18,aquamaps,2011
56972,0.0263565891472868,-0.138888888888889,129,18,aquamaps,2011
56973,0.0263565891472868,-0.138888888888889,129,18,aquamaps,2011
56974,0.026865671641791,-0.131578947368421,134,19,aquamaps,2011
56975,0.0265625,-0.138888888888889,128,18,aquamaps,2011
56976,0.025,-0.131578947368421,144,19,aquamaps,2011
56977,0.0266666666666667,-0.131578947368421,135,19,aquamaps,2011
56978,0.0272727272727273,-0.131578947368421,132,19,aquamaps,2011
56979,0.03,-0.131578947368421,140,19,aquamaps,2011
56980,0.0285714285714286,-0.131578947368421,147,19,aquamaps,2011
56981,0.0257142857142857,-0.131578947368421,140,19,aquamaps,2011
56982,0.0304347826086957,-0.131578947368421,138,19,aquamaps,2011
56983,0.0285714285714286,-0.113636363636364,147,22,aquamaps,2011
56984,0.059581881533101,-0.102272727272727,205,44,aquamaps,2011
56985,0.0669387755102041,-0.102272727272727,175,44,aquamaps,2011
56986,0.0835660580021482,-0.118421052631579,133,38,aquamaps,2011
56988,0.0799588900308325,-0.115384615384615,139,39,aquamaps,2011
56989,0.0894220283533261,-0.115384615384615,131,39,aquamaps,2011
56990,0.0749290444654683,-0.107142857142857,151,42,aquamaps,2011
56991,0.075934803451582,-0.109756097560976,149,41,aquamaps,2011
56992,0.134285714285714,-0.133333333333333,35,15,aquamaps,2011
56993,0.123333333333333,-0.115384615384615,30,13,aquamaps,2011
57690,0.0255639097744361,-0.131578947368421,133,19,aquamaps,2011
57691,0.0255639097744361,-0.125,133,20,aquamaps,2011
57692,0.0253731343283582,-0.125,134,20,aquamaps,2011
57693,0.0255639097744361,-0.125,133,20,aquamaps,2011
57694,0.0269230769230769,-0.119047619047619,156,21,aquamaps,2011
57695,0.0257668711656442,-0.108695652173913,163,23,aquamaps,2011
57696,0.0243243243243243,-0.119047619047619,148,21,aquamaps,2011
57697,0.0246575342465753,-0.119047619047619,146,21,aquamaps,2011
57698,0.0255639097744361,-0.119047619047619,133,21,aquamaps,2011
57699,0.0251748251748252,-0.119047619047619,143,21,aquamaps,2011
57700,0.025,-0.119047619047619,144,21,aquamaps,2011
57701,0.025,-0.119047619047619,144,21,aquamaps,2011
57702,0.0285714285714286,-0.119047619047619,147,21,aquamaps,2011
57703,0.0283783783783784,-0.119047619047619,148,21,aquamaps,2011
57704,0.0280254777070064,-0.0925925925925926,157,27,aquamaps,2011
57705,0.0524056254626203,-0.102272727272727,193,44,aquamaps,2011
57706,0.0572956455309396,-0.0978260869565217,187,46,aquamaps,2011
57707,0.0719079578139981,-0.109756097560976,149,41,aquamaps,2011
57708,0.130909090909091,-0.159090909090909,55,22,aquamaps,2011
57710,0.0732502396931927,-0.102272727272727,149,44,aquamaps,2011
57711,0.0737451737451737,-0.102272727272727,148,44,aquamaps,2011
57712,0.0737451737451737,-0.102272727272727,148,44,aquamaps,2011
57713,0.0886904761904762,-0.0833333333333333,96,30,aquamaps,2011
57714,0.127586206896552,-0.125,29,12,aquamaps,2011
58411,0.0260869565217391,-0.119047619047619,138,21,aquamaps,2011
58412,0.0258992805755396,-0.119047619047619,139,21,aquamaps,2011
58413,0.0276315789473684,-0.119047619047619,152,21,aquamaps,2011
58414,0.0257575757575758,-0.125,132,20,aquamaps,2011
58415,0.0257575757575758,-0.125,132,20,aquamaps,2011
58416,0.0257142857142857,-0.119047619047619,140,21,aquamaps,2011
58417,0.0257575757575758,-0.125,132,20,aquamaps,2011
58418,0.0243243243243243,-0.119047619047619,148,21,aquamaps,2011
58419,0.0269230769230769,-0.119047619047619,156,21,aquamaps,2011
58420,0.0243243243243243,-0.119047619047619,148,21,aquamaps,2011
58421,0.0258992805755396,-0.119047619047619,139,21,aquamaps,2011
58422,0.0258992805755396,-0.119047619047619,139,21,aquamaps,2011
58423,0.0264705882352941,-0.119047619047619,136,21,aquamaps,2011
58424,0.0266666666666667,-0.119047619047619,135,21,aquamaps,2011
58425,0.0274509803921569,-0.113636363636364,153,22,aquamaps,2011
58426,0.0396825396825397,-0.102564102564103,189,39,aquamaps,2011
58427,0.0584962406015038,-0.0978260869565217,190,46,aquamaps,2011
58428,0.0665483584738243,-0.1,161,45,aquamaps,2011
58429,0.0793406593406593,-0.115384615384615,130,39,aquamaps,2011
58430,0.127912087912088,-0.134615384615385,65,26,aquamaps,2011
58431,0.0739872068230277,-0.1,134,40,aquamaps,2011
58432,0.0747553816046967,-0.104651162790698,146,43,aquamaps,2011
58433,0.0670506912442396,-0.0714285714285714,124,35,aquamaps,2011
58434,0.0597527472527472,-0.0806451612903226,104,31,aquamaps,2011
58435,0.0964285714285714,-0.0892857142857143,80,28,aquamaps,2011
59134,0.0254545454545455,-0.113636363636364,165,22,aquamaps,2011
59135,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2011
59136,0.025,-0.125,136,20,aquamaps,2011
59137,0.0251748251748252,-0.119047619047619,143,21,aquamaps,2011
59138,0.0257142857142857,-0.119047619047619,140,21,aquamaps,2011
59139,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2011
59140,0.0246575342465753,-0.119047619047619,146,21,aquamaps,2011
59141,0.0267515923566879,-0.119047619047619,157,21,aquamaps,2011
59142,0.0253521126760563,-0.119047619047619,142,21,aquamaps,2011
59143,0.0257142857142857,-0.119047619047619,140,21,aquamaps,2011
59144,0.0262773722627737,-0.119047619047619,137,21,aquamaps,2011
59145,0.0262773722627737,-0.119047619047619,137,21,aquamaps,2011
59146,0.0274509803921569,-0.119047619047619,153,21,aquamaps,2011
59147,0.03,-0.0967741935483871,180,31,aquamaps,2011
59148,0.054572940287226,-0.102272727272727,189,44,aquamaps,2011
59149,0.0711014176663032,-0.0921052631578947,131,38,aquamaps,2011
59150,0.0717660292463442,-0.0810810810810811,127,37,aquamaps,2011
59151,0.0768611670020121,-0.104651162790698,142,43,aquamaps,2011
59152,0.0774062816616008,-0.107142857142857,141,42,aquamaps,2011
59153,0.0877761413843888,-0.0806451612903226,97,31,aquamaps,2011
59154,0.0751082251082251,-0.0897435897435897,132,39,aquamaps,2011
59855,0.0247311827956989,-0.103448275862069,186,29,aquamaps,2011
59856,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2011
59857,0.0251748251748252,-0.119047619047619,143,21,aquamaps,2011
59858,0.0251748251748252,-0.119047619047619,143,21,aquamaps,2011
59859,0.0258992805755396,-0.119047619047619,139,21,aquamaps,2011
59860,0.0260869565217391,-0.119047619047619,161,21,aquamaps,2011
59861,0.0241610738255034,-0.119047619047619,149,21,aquamaps,2011
59862,0.0264150943396226,-0.119047619047619,159,21,aquamaps,2011
59863,0.0248275862068966,-0.119047619047619,145,21,aquamaps,2011
59864,0.0260869565217391,-0.119047619047619,138,21,aquamaps,2011
59865,0.0257575757575758,-0.125,132,20,aquamaps,2011
59866,0.0253731343283582,-0.119047619047619,134,21,aquamaps,2011
59867,0.0274509803921569,-0.119047619047619,153,21,aquamaps,2011
59868,0.0355,-0.0857142857142857,200,35,aquamaps,2011
59869,0.0503591380686353,-0.109756097560976,179,41,aquamaps,2011
59870,0.0617416829745597,-0.1125,146,40,aquamaps,2011
59871,0.0727619047619048,-0.102272727272727,150,44,aquamaps,2011
59872,0.0720655141037307,-0.1,157,45,aquamaps,2011
59873,0.0728991596638656,-0.0897435897435897,136,39,aquamaps,2011
59874,0.0822556390977444,-0.103448275862069,95,29,aquamaps,2011
60577,0.0253012048192771,-0.108695652173913,166,23,aquamaps,2011
60578,0.0243243243243243,-0.108695652173913,148,23,aquamaps,2011
60579,0.0236842105263158,-0.108695652173913,152,23,aquamaps,2011
60580,0.0257668711656442,-0.108695652173913,163,23,aquamaps,2011
60581,0.023841059602649,-0.108695652173913,151,23,aquamaps,2011
60582,0.0248275862068966,-0.108695652173913,145,23,aquamaps,2011
60583,0.025,-0.108695652173913,144,23,aquamaps,2011
60584,0.0246376811594203,-0.108695652173913,138,23,aquamaps,2011
60585,0.0251851851851852,-0.113636363636364,135,22,aquamaps,2011
60586,0.0244604316546763,-0.108695652173913,139,23,aquamaps,2011
60587,0.0258992805755396,-0.113636363636364,139,22,aquamaps,2011
60588,0.0267515923566879,-0.113636363636364,157,22,aquamaps,2011
61298,0.02625,-0.108695652173913,160,23,aquamaps,2011
61299,0.0244604316546763,-0.113636363636364,139,22,aquamaps,2011
61300,0.025,-0.108695652173913,144,23,aquamaps,2011
61301,0.0246575342465753,-0.108695652173913,146,23,aquamaps,2011
61302,0.025,-0.108695652173913,144,23,aquamaps,2011
61303,0.0244604316546763,-0.108695652173913,139,23,aquamaps,2011
61304,0.025,-0.113636363636364,136,22,aquamaps,2011
61305,0.0251851851851852,-0.113636363636364,135,22,aquamaps,2011
62021,0.02875,-0.12,160,25,aquamaps,2011
62022,0.0268456375838926,-0.12,149,25,aquamaps,2011
62023,0.0271428571428571,-0.125,140,24,aquamaps,2011
62024,0.027027027027027,-0.12,148,25,aquamaps,2011
49060,0.157446808510638,-0.125,47,20,aquamaps,2012
49061,0.14468085106383,-0.131578947368421,47,19,aquamaps,2012
49780,0.0848418756815703,-0.1,131,35,aquamaps,2012
49781,0.0780652418447694,-0.102941176470588,127,34,aquamaps,2012
50494,0.0732578397212544,-0.102564102564103,164,39,aquamaps,2012
50495,0.070154686078253,-0.0810810810810811,157,37,aquamaps,2012
50496,0.084015984015984,-0.105263157894737,143,38,aquamaps,2012
50497,0.0791208791208791,-0.105263157894737,143,38,aquamaps,2012
50498,0.0808163265306122,-0.105263157894737,140,38,aquamaps,2012
50499,0.0852678571428571,-0.111111111111111,128,36,aquamaps,2012
50500,0.0814498933901919,-0.105263157894737,134,38,aquamaps,2012
51209,0.0224137931034483,-0.125,116,16,aquamaps,2012
51210,0.0224137931034483,-0.125,116,16,aquamaps,2012
51211,0.0227642276422764,-0.117647058823529,123,17,aquamaps,2012
51212,0.023448275862069,-0.105263157894737,145,19,aquamaps,2012
51213,0.038728323699422,-0.103448275862069,173,29,aquamaps,2012
51214,0.0691326530612245,-0.102564102564103,168,39,aquamaps,2012
51215,0.0723752151462995,-0.102564102564103,166,39,aquamaps,2012
51216,0.0817298347910593,-0.105263157894737,147,38,aquamaps,2012
51217,0.0834325396825397,-0.105263157894737,144,38,aquamaps,2012
51218,0.084015984015984,-0.105263157894737,143,38,aquamaps,2012
51219,0.0858163265306122,-0.105263157894737,140,38,aquamaps,2012
51220,0.0924175824175824,-0.111111111111111,130,36,aquamaps,2012
51223,0.134285714285714,-0.136363636363636,35,11,aquamaps,2012
51924,0.0218487394957983,-0.125,119,16,aquamaps,2012
51925,0.0224137931034483,-0.125,116,16,aquamaps,2012
51926,0.0213114754098361,-0.117647058823529,122,17,aquamaps,2012
51927,0.022972972972973,-0.105263157894737,148,19,aquamaps,2012
51928,0.0223684210526316,-0.1,152,20,aquamaps,2012
51929,0.0225165562913907,-0.1,151,20,aquamaps,2012
51930,0.0225806451612903,-0.111111111111111,124,18,aquamaps,2012
51931,0.0252100840336134,-0.138888888888889,119,18,aquamaps,2012
